Y,M,D,h,m,s,SPADS,ShoreFor,Obs
2013,3,21,0,0,0,67.062,62.549,68.675
2013,3,22,0,0,0,67.182,62.755,69.247
2013,3,23,0,0,0,67.068,62.966,69.5
2013,3,24,0,0,0,66.697,63.14,69.435
2013,3,25,0,0,0,66.163,63.25,68.798
2013,3,26,0,0,0,65.62,63.278,67.589
2013,3,27,0,0,0,65.182,63.242,66.62
2013,3,28,0,0,0,64.955,63.179,66.334
2013,3,29,0,0,0,64.983,63.139,66.098
2013,3,30,0,0,0,65.23,63.192,65.913
2013,3,31,0,0,0,65.59,63.307,65.777
2013,4,1,0,0,0,65.903,63.413,66.232
2013,4,2,0,0,0,66.087,63.529,66.177
2013,4,3,0,0,0,66.113,63.607,66.046
2013,4,4,0,0,0,66.029,63.609,65.963
2013,4,5,0,0,0,65.936,63.65,65.928
2013,4,6,0,0,0,65.957,63.759,65.941
2013,4,7,0,0,0,66.131,63.882,66.003
2013,4,8,0,0,0,66.449,64.047,65.714
2013,4,9,0,0,0,66.844,64.247,66.171
2013,4,10,0,0,0,67.215,64.445,66.388
2013,4,11,0,0,0,67.387,64.645,66.24
2013,4,12,0,0,0,67.143,64.903,65.726
2013,4,13,0,0,0,66.399,65.199,64.846
2013,4,14,0,0,0,65.206,65.459,63.785
2013,4,15,0,0,0,63.742,65.556,62.895
2013,4,16,0,0,0,62.343,65.067,61.994
2013,4,17,0,0,0,61.402,64.217,61.528
2013,4,18,0,0,0,61.137,63.761,61.298
2013,4,19,0,0,0,61.455,63.752,61.448
2013,4,20,0,0,0,62.182,63.829,62.321
2013,4,21,0,0,0,63.106,63.935,63.566
2013,4,22,0,0,0,64.124,64.102,64.737
2013,4,23,0,0,0,65.19,64.132,66.015
2013,4,24,0,0,0,66.187,64.077,67.003
2013,4,25,0,0,0,67.057,64.046,67.899
2013,4,26,0,0,0,67.773,64.129,68.558
2013,4,27,0,0,0,68.242,64.326,69.054
2013,4,28,0,0,0,68.326,64.508,69.205
2013,4,29,0,0,0,67.953,64.682,68.839
2013,4,30,0,0,0,67.143,64.86,68.509
2013,5,1,0,0,0,65.953,65.045,68.3
2013,5,2,0,0,0,64.502,65.074,68.212
2013,5,3,0,0,0,63.008,65.044,68.246
2013,5,4,0,0,0,61.788,64.907,67.985
2013,5,5,0,0,0,61.148,64.552,67.778
2013,5,6,0,0,0,61.262,64.187,67.698
2013,5,7,0,0,0,61.932,63.998,67.191
2013,5,8,0,0,0,62.907,64.083,66.586
2013,5,9,0,0,0,63.978,64.235,66.094
2013,5,10,0,0,0,64.973,64.36,65.717
2013,5,11,0,0,0,65.725,64.512,65.562
2013,5,12,0,0,0,66.097,64.677,65.244
2013,5,13,0,0,0,66.115,64.874,64.862
2013,5,14,0,0,0,65.916,65.096,64.707
2013,5,15,0,0,0,65.637,65.303,64.657
2013,5,16,0,0,0,65.382,65.359,64.496
2013,5,17,0,0,0,65.254,65.268,64.416
2013,5,18,0,0,0,65.341,65.147,64.485
2013,5,19,0,0,0,65.703,65.039,65.086
2013,5,20,0,0,0,66.254,65.082,66.222
2013,5,21,0,0,0,66.839,65.241,66.664
2013,5,22,0,0,0,67.322,65.41,66.537
2013,5,23,0,0,0,67.587,65.491,65.842
2013,5,24,0,0,0,67.616,65.564,65.106
2013,5,25,0,0,0,67.456,65.713,65.1
2013,5,26,0,0,0,67.205,65.398,64.792
2013,5,27,0,0,0,66.923,64.978,64.182
2013,5,28,0,0,0,66.656,64.962,64.205
2013,5,29,0,0,0,66.423,65.063,64.86
2013,5,30,0,0,0,66.185,65.161,66.148
2013,5,31,0,0,0,65.866,65.227,67.229
2013,6,1,0,0,0,65.321,65.335,66.299
2013,6,2,0,0,0,64.513,65.458,64.813
2013,6,3,0,0,0,63.49,65.633,63.403
2013,6,4,0,0,0,62.383,65.554,62.07
2013,6,5,0,0,0,61.383,65.074,60.814
2013,6,6,0,0,0,60.604,64.657,59.634
2013,6,7,0,0,0,60.058,64.597,58.653
2013,6,8,0,0,0,59.694,64.694,58.144
2013,6,9,0,0,0,59.431,64.72,58.405
2013,6,10,0,0,0,59.211,64.673,58.802
2013,6,11,0,0,0,58.988,64.573,59.219
2013,6,12,0,0,0,58.76,64.405,60.272
2013,6,13,0,0,0,58.555,64.251,60.339
2013,6,14,0,0,0,58.41,64.243,60.015
2013,6,15,0,0,0,58.353,64.375,60.281
2013,6,16,0,0,0,58.445,64.388,60.307
2013,6,17,0,0,0,58.795,63.965,60.195
2013,6,18,0,0,0,59.48,63.568,60.061
2013,6,19,0,0,0,60.442,63.401,59.291
2013,6,20,0,0,0,61.552,63.267,59.506
2013,6,21,0,0,0,62.697,63.132,60.111
2013,6,22,0,0,0,63.777,63.128,60.705
2013,6,23,0,0,0,64.709,63.345,61.402
2013,6,24,0,0,0,65.389,63.605,62.1
2013,6,25,0,0,0,65.778,63.869,62.797
2013,6,26,0,0,0,65.953,64.092,63.494
2013,6,27,0,0,0,66.041,64.305,64.191
2013,6,28,0,0,0,66.131,64.357,64.889
2013,6,29,0,0,0,66.248,64.355,65.324
2013,6,30,0,0,0,66.33,64.461,65.497
2013,7,1,0,0,0,66.299,64.585,65.409
2013,7,2,0,0,0,66.076,64.734,65.059
2013,7,3,0,0,0,65.617,64.897,64.447
2013,7,4,0,0,0,64.991,64.939,63.971
2013,7,5,0,0,0,64.286,64.775,63.631
2013,7,6,0,0,0,63.548,64.526,63.532
2013,7,7,0,0,0,62.831,64.323,63.673
2013,7,8,0,0,0,62.202,64.22,64.054
2013,7,9,0,0,0,61.704,64.223,64.466
2013,7,10,0,0,0,61.31,64.294,65.094
2013,7,11,0,0,0,61.01,64.394,65.538
2013,7,12,0,0,0,60.812,64.462,65.799
2013,7,13,0,0,0,60.726,64.436,65.951
2013,7,14,0,0,0,60.816,64.184,66.835
2013,7,15,0,0,0,61.091,63.873,67.465
2013,7,16,0,0,0,61.482,63.836,67.811
2013,7,17,0,0,0,61.88,63.993,68.066
2013,7,18,0,0,0,62.18,64.186,67.88
2013,7,19,0,0,0,62.289,64.368,67.594
2013,7,20,0,0,0,62.144,64.546,67.292
2013,7,21,0,0,0,61.735,64.726,66.133
2013,7,22,0,0,0,61.148,64.894,65.103
2013,7,23,0,0,0,60.481,64.914,64.441
2013,7,24,0,0,0,59.791,64.663,63.769
2013,7,25,0,0,0,59.155,64.315,63.587
2013,7,26,0,0,0,58.641,64.053,63.591
2013,7,27,0,0,0,58.241,63.911,63.469
2013,7,28,0,0,0,57.925,63.843,63.508
2013,7,29,0,0,0,57.695,63.806,63.505
2013,7,30,0,0,0,57.486,63.817,63.026
2013,7,31,0,0,0,57.254,63.845,62.608
2013,8,1,0,0,0,57.057,63.76,61.936
2013,8,2,0,0,0,56.99,63.332,60.972
2013,8,3,0,0,0,57.14,62.656,60.307
2013,8,4,0,0,0,57.53,62.135,59.8
2013,8,5,0,0,0,58.111,61.899,60.165
2013,8,6,0,0,0,58.829,61.833,60.368
2013,8,7,0,0,0,59.613,61.885,59.871
2013,8,8,0,0,0,60.349,62.015,58.841
2013,8,9,0,0,0,60.996,62.163,59.816
2013,8,10,0,0,0,61.561,62.174,60.278
2013,8,11,0,0,0,62.038,61.955,61.01
2013,8,12,0,0,0,62.475,61.794,61.165
2013,8,13,0,0,0,62.892,61.908,61.615
2013,8,14,0,0,0,63.19,62.11,62.627
2013,8,15,0,0,0,63.272,62.289,64.2
2013,8,16,0,0,0,63.115,62.482,63.797
2013,8,17,0,0,0,62.764,62.422,63.659
2013,8,18,0,0,0,62.309,62.119,62.857
2013,8,19,0,0,0,61.833,62.016,61.732
2013,8,20,0,0,0,61.461,62.032,60.877
2013,8,21,0,0,0,61.271,62.126,60.604
2013,8,22,0,0,0,61.315,61.988,60.571
2013,8,23,0,0,0,61.605,61.71,60.778
2013,8,24,0,0,0,62.06,61.765,61.226
2013,8,25,0,0,0,62.549,61.769,61.91
2013,8,26,0,0,0,62.913,61.668,62.6
2013,8,27,0,0,0,63.017,61.662,63.296
2013,8,28,0,0,0,62.833,61.828,63.423
2013,8,29,0,0,0,62.336,62.089,63.279
2013,8,30,0,0,0,61.564,62.331,63.08
2013,8,31,0,0,0,60.677,62.453,62.576
2013,9,1,0,0,0,59.891,62.445,61.769
2013,9,2,0,0,0,59.384,62.411,61.256
2013,9,3,0,0,0,59.31,62.335,61.036
2013,9,4,0,0,0,59.742,62.282,61.11
2013,9,5,0,0,0,60.561,62.368,61.519
2013,9,6,0,0,0,61.547,62.452,62.049
2013,9,7,0,0,0,62.486,62.532,62.411
2013,9,8,0,0,0,63.149,62.671,62.912
2013,9,9,0,0,0,63.416,62.812,63.183
2013,9,10,0,0,0,63.317,62.996,63.224
2013,9,11,0,0,0,62.945,63.129,63.036
2013,9,12,0,0,0,62.407,62.98,62.617
2013,9,13,0,0,0,61.81,62.75,61.969
2013,9,14,0,0,0,61.259,62.578,61.627
2013,9,15,0,0,0,60.78,62.493,61.286
2013,9,16,0,0,0,60.39,62.573,60.945
2013,9,17,0,0,0,60.046,62.61,60.604
2013,9,18,0,0,0,59.66,62.603,60.341
2013,9,19,0,0,0,59.181,62.664,60.157
2013,9,20,0,0,0,58.586,62.589,60.051
2013,9,21,0,0,0,57.856,62.333,60.024
2013,9,22,0,0,0,57.023,62,60.075
2013,9,23,0,0,0,56.207,61.722,60.205
2013,9,24,0,0,0,55.639,61.646,60.413
2013,9,25,0,0,0,55.6,61.012,60.622
2013,9,26,0,0,0,56.334,60.277,60.83
2013,9,27,0,0,0,57.745,60.264,61.039
2013,9,28,0,0,0,59.516,60.446,61.247
2013,9,29,0,0,0,61.339,60.661,61.456
2013,9,30,0,0,0,62.914,60.729,61.664
2013,10,1,0,0,0,64.02,60.742,61.873
2013,10,2,0,0,0,64.587,60.931,62.081
2013,10,3,0,0,0,64.672,61.127,62.29
2013,10,4,0,0,0,64.383,61.309,62.498
2013,10,5,0,0,0,63.921,61.529,62.706
2013,10,6,0,0,0,63.462,61.735,62.915
2013,10,7,0,0,0,63.127,61.92,63.123
2013,10,8,0,0,0,62.909,62.102,63.332
2013,10,9,0,0,0,62.801,62.122,63.54
2013,10,10,0,0,0,62.736,62.15,63.749
2013,10,11,0,0,0,62.647,62.318,63.957
2013,10,12,0,0,0,62.554,62.386,64.166
2013,10,13,0,0,0,62.533,62.392,64.374
2013,10,14,0,0,0,62.698,62.486,64.583
2013,10,15,0,0,0,63.108,62.421,64.791
2013,10,16,0,0,0,63.779,62.265,64.999
2013,10,17,0,0,0,64.614,62.317,65.208
2013,10,18,0,0,0,65.404,62.458,65.416
2013,10,19,0,0,0,65.96,62.624,65.625
2013,10,20,0,0,0,66.205,62.799,65.736
2013,10,21,0,0,0,66.19,62.965,65.749
2013,10,22,0,0,0,65.973,63.124,65.665
2013,10,23,0,0,0,65.615,63.297,65.603
2013,10,24,0,0,0,65.23,63.481,65.753
2013,10,25,0,0,0,64.861,63.586,66.115
2013,10,26,0,0,0,64.451,63.681,66.182
2013,10,27,0,0,0,63.977,63.823,66.05
2013,10,28,0,0,0,63.422,63.951,65.721
2013,10,29,0,0,0,62.837,64.084,65.356
2013,10,30,0,0,0,62.312,64.147,64.72
2013,10,31,0,0,0,61.934,64.132,64.453
2013,11,1,0,0,0,61.714,63.921,63.953
2013,11,2,0,0,0,61.606,63.713,63.712
2013,11,3,0,0,0,61.538,63.815,63.73
2013,11,4,0,0,0,61.417,63.974,64.008
2013,11,5,0,0,0,61.153,64.04,64.382
2013,11,6,0,0,0,60.823,63.887,64.969
2013,11,7,0,0,0,60.54,63.651,64.938
2013,11,8,0,0,0,60.375,63.526,64.892
2013,11,9,0,0,0,60.375,63.443,64.846
2013,11,10,0,0,0,60.54,63.399,64.8
2013,11,11,0,0,0,60.802,63.412,64.754
2013,11,12,0,0,0,61.114,63.434,64.708
2013,11,13,0,0,0,61.525,63.432,64.662
2013,11,14,0,0,0,62.021,63.501,64.616
2013,11,15,0,0,0,62.524,63.647,64.57
2013,11,16,0,0,0,62.952,63.804,64.524
2013,11,17,0,0,0,63.229,63.965,64.478
2013,11,18,0,0,0,63.262,64.153,64.432
2013,11,19,0,0,0,63.038,64.382,64.386
2013,11,20,0,0,0,62.632,64.681,64.34
2013,11,21,0,0,0,62.138,64.961,64.294
2013,11,22,0,0,0,61.68,64.997,64.248
2013,11,23,0,0,0,61.373,64.821,64.127
2013,11,24,0,0,0,61.277,64.681,64.002
2013,11,25,0,0,0,61.4,64.624,63.664
2013,11,26,0,0,0,61.73,64.597,63.554
2013,11,27,0,0,0,62.22,64.561,63.674
2013,11,28,0,0,0,62.762,64.296,64.226
2013,11,29,0,0,0,63.227,64.024,64.554
2013,11,30,0,0,0,63.523,64.039,64.732
2013,12,1,0,0,0,63.566,64.12,64.69
2013,12,2,0,0,0,63.296,64.219,64.802
2013,12,3,0,0,0,62.721,64.416,64.624
2013,12,4,0,0,0,61.982,64.476,64.157
2013,12,5,0,0,0,61.271,64.193,63.197
2013,12,6,0,0,0,60.78,63.819,62.402
2013,12,7,0,0,0,60.652,63.559,62.051
2013,12,8,0,0,0,60.888,63.436,62.143
2013,12,9,0,0,0,61.421,63.402,62.514
2013,12,10,0,0,0,62.121,63.429,63.164
2013,12,11,0,0,0,62.836,63.512,63.423
2013,12,12,0,0,0,63.43,63.651,63.756
2013,12,13,0,0,0,63.808,63.826,64.163
2013,12,14,0,0,0,63.991,63.966,64.365
2013,12,15,0,0,0,64.089,64.015,64.305
2013,12,16,0,0,0,64.174,64.005,63.983
2013,12,17,0,0,0,64.277,63.991,63.586
2013,12,18,0,0,0,64.425,63.973,63.784
2013,12,19,0,0,0,64.63,64.021,64.113
2013,12,20,0,0,0,64.86,64.165,64.515
2013,12,21,0,0,0,65.073,64.339,64.99
2013,12,22,0,0,0,65.229,64.519,65.596
2013,12,23,0,0,0,65.304,64.708,66.091
2013,12,24,0,0,0,65.337,65.004,66.411
2013,12,25,0,0,0,65.37,65.378,66.555
2013,12,26,0,0,0,65.356,65.695,65.967
2013,12,27,0,0,0,65.185,65.947,65.28
2013,12,28,0,0,0,64.835,66.211,64.296
2013,12,29,0,0,0,64.393,66.308,63.649
2013,12,30,0,0,0,63.966,66.171,63.578
2013,12,31,0,0,0,63.683,66.079,63.522
2014,1,1,0,0,0,63.584,66.047,63.26
2014,1,2,0,0,0,63.644,66.02,63.519
2014,1,3,0,0,0,63.773,66.016,63.911
2014,1,4,0,0,0,63.919,65.967,64.646
2014,1,5,0,0,0,64.064,65.901,65.232
2014,1,6,0,0,0,64.207,65.881,65.568
2014,1,7,0,0,0,64.407,65.868,65.836
2014,1,8,0,0,0,64.719,65.835,66.21
2014,1,9,0,0,0,65.112,65.826,66.52
2014,1,10,0,0,0,65.503,65.906,66.515
2014,1,11,0,0,0,65.795,66.039,66.454
2014,1,12,0,0,0,65.975,66.184,66.533
2014,1,13,0,0,0,66.08,66.321,66.064
2014,1,14,0,0,0,66.156,66.382,66.366
2014,1,15,0,0,0,66.235,66.38,66.944
2014,1,16,0,0,0,66.293,66.434,67.097
2014,1,17,0,0,0,66.279,66.562,67.269
2014,1,18,0,0,0,66.13,66.707,67.188
2014,1,19,0,0,0,65.778,66.863,66.516
2014,1,20,0,0,0,65.301,67.038,66.582
2014,1,21,0,0,0,64.861,66.629,66.327
2014,1,22,0,0,0,64.588,66.133,65.711
2014,1,23,0,0,0,64.518,66.145,65.833
2014,1,24,0,0,0,64.574,66.277,65.835
2014,1,25,0,0,0,64.659,66.479,65.718
2014,1,26,0,0,0,64.704,66.458,65.856
2014,1,27,0,0,0,64.705,66.289,65.676
2014,1,28,0,0,0,64.711,66.102,65.177
2014,1,29,0,0,0,64.735,65.979,64.938
2014,1,30,0,0,0,64.77,66.022,64.562
2014,1,31,0,0,0,64.816,66.134,64.526
2014,2,1,0,0,0,64.885,66.189,64.828
2014,2,2,0,0,0,65.016,66.136,65.094
2014,2,3,0,0,0,65.206,66.163,65.361
2014,2,4,0,0,0,65.372,66.319,65.598
2014,2,5,0,0,0,65.468,66.529,65.808
2014,2,6,0,0,0,65.483,66.766,65.989
2014,2,7,0,0,0,65.41,66.729,66.142
2014,2,8,0,0,0,65.326,66.48,66.267
2014,2,9,0,0,0,65.358,66.375,66.363
2014,2,10,0,0,0,65.5,66.37,66.433
2014,2,11,0,0,0,65.65,66.449,66.432
2014,2,12,0,0,0,65.792,66.524,66.361
2014,2,13,0,0,0,65.917,66.553,66.218
2014,2,14,0,0,0,65.94,66.607,66.004
2014,2,15,0,0,0,65.758,66.711,65.399
2014,2,16,0,0,0,65.298,66.869,64.835
2014,2,17,0,0,0,64.599,66.992,64.308
2014,2,18,0,0,0,63.787,66.945,63.893
2014,2,19,0,0,0,63.026,66.755,63.632
2014,2,20,0,0,0,62.524,66.508,63.456
2014,2,21,0,0,0,62.408,66.265,63.363
2014,2,22,0,0,0,62.69,66.076,63.673
2014,2,23,0,0,0,63.26,65.915,63.956
2014,2,24,0,0,0,63.913,65.828,64.212
2014,2,25,0,0,0,64.471,65.82,64.44
2014,2,26,0,0,0,64.81,65.857,64.597
2014,2,27,0,0,0,64.895,65.862,64.754
2014,2,28,0,0,0,64.885,65.901,64.911
2014,3,1,0,0,0,64.942,65.949,65.068
2014,3,2,0,0,0,65.111,66.002,65.225
2014,3,3,0,0,0,65.384,66.155,65.381
2014,3,4,0,0,0,65.745,66.318,65.538
2014,3,5,0,0,0,66.137,66.453,65.695
2014,3,6,0,0,0,66.498,66.612,65.942
2014,3,7,0,0,0,66.762,66.907,66.651
2014,3,8,0,0,0,66.826,67.273,67.026
2014,3,9,0,0,0,66.583,67.587,67.217
2014,3,10,0,0,0,65.93,67.855,67.222
2014,3,11,0,0,0,64.824,68.088,67.689
2014,3,12,0,0,0,63.332,68.316,67.895
2014,3,13,0,0,0,61.604,68.437,67.751
2014,3,14,0,0,0,59.877,68.406,66.886
2014,3,15,0,0,0,58.422,68.079,66.094
2014,3,16,0,0,0,57.476,66.979,65.227
2014,3,17,0,0,0,57.132,66.045,64.285
2014,3,18,0,0,0,57.244,65.874,63.035
2014,3,19,0,0,0,57.592,65.812,61.829
2014,3,20,0,0,0,57.998,65.788,60.667
2014,3,21,0,0,0,58.449,65.8,59.549
2014,3,22,0,0,0,58.999,65.67,59.037
2014,3,23,0,0,0,59.679,65.429,59.238
2014,3,24,0,0,0,60.542,65.263,59.836
2014,3,25,0,0,0,61.623,65.204,60.185
2014,3,26,0,0,0,62.827,65.323,60.655
2014,3,27,0,0,0,63.99,65.541,61.582
2014,3,28,0,0,0,64.942,65.751,63.075
2014,3,29,0,0,0,65.521,65.934,63.871
2014,3,30,0,0,0,65.642,66.097,63.864
2014,3,31,0,0,0,65.292,66.251,63.368
2014,4,1,0,0,0,64.512,66.397,62.415
2014,4,2,0,0,0,63.425,66.512,61.686
2014,4,3,0,0,0,62.256,66.601,60.845
2014,4,4,0,0,0,61.293,66.607,59.783
2014,4,5,0,0,0,60.76,66.463,60.084
2014,4,6,0,0,0,60.745,66.26,60.382
2014,4,7,0,0,0,61.14,66.16,60.22
2014,4,8,0,0,0,61.766,66.221,60.967
2014,4,9,0,0,0,62.382,66.359,61.794
2014,4,10,0,0,0,62.785,66.438,62.7
2014,4,11,0,0,0,62.871,66.453,63.325
2014,4,12,0,0,0,62.639,66.398,62.785
2014,4,13,0,0,0,62.146,66.317,62.445
2014,4,14,0,0,0,61.489,66.248,63.073
2014,4,15,0,0,0,60.75,66.172,63.432
2014,4,16,0,0,0,60.067,66.135,63.669
2014,4,17,0,0,0,59.638,65.895,63.785
2014,4,18,0,0,0,59.659,65.355,64.14
2014,4,19,0,0,0,60.216,64.95,63.209
2014,4,20,0,0,0,61.187,64.876,62.621
2014,4,21,0,0,0,62.373,64.945,62.068
2014,4,22,0,0,0,63.575,65.101,61.746
2014,4,23,0,0,0,64.632,65.3,61.653
2014,4,24,0,0,0,65.44,65.505,61.791
2014,4,25,0,0,0,65.991,65.704,62.16
2014,4,26,0,0,0,66.343,65.893,63.824
2014,4,27,0,0,0,66.539,66.073,65.152
2014,4,28,0,0,0,66.515,66.122,66.145
2014,4,29,0,0,0,66.17,66.172,66.529
2014,4,30,0,0,0,65.492,66.335,66.303
2014,5,1,0,0,0,64.506,66.495,65.467
2014,5,2,0,0,0,63.327,66.64,64.021
2014,5,3,0,0,0,62.156,66.654,62.428
2014,5,4,0,0,0,61.284,66.569,61.612
2014,5,5,0,0,0,60.938,66.514,60.901
2014,5,6,0,0,0,61.163,66.431,60.886
2014,5,7,0,0,0,61.894,66.396,60.307
2014,5,8,0,0,0,62.948,66.487,60.044
2014,5,9,0,0,0,64.066,66.581,60.391
2014,5,10,0,0,0,65.091,66.706,61.348
2014,5,11,0,0,0,65.931,66.883,61.645
2014,5,12,0,0,0,66.512,67.06,61.954
2014,5,13,0,0,0,66.825,67.228,61.832
2014,5,14,0,0,0,66.941,67.38,62.54
2014,5,15,0,0,0,66.933,67.514,63.197
2014,5,16,0,0,0,66.837,67.594,63.51
2014,5,17,0,0,0,66.652,67.7,63.805
2014,5,18,0,0,0,66.315,67.846,64.428
2014,5,19,0,0,0,65.779,67.974,64.973
2014,5,20,0,0,0,65.092,68.111,65.213
2014,5,21,0,0,0,64.383,68.177,65.15
2014,5,22,0,0,0,63.813,68.121,65.083
2014,5,23,0,0,0,63.571,68.024,65.542
2014,5,24,0,0,0,63.7,68.041,65.226
2014,5,25,0,0,0,64.068,68.019,64.278
2014,5,26,0,0,0,64.506,67.957,63.107
2014,5,27,0,0,0,64.844,67.985,61.936
2014,5,28,0,0,0,64.988,68.06,60.765
2014,5,29,0,0,0,64.908,68.194,60.289
2014,5,30,0,0,0,64.618,68.322,59.977
2014,5,31,0,0,0,64.229,68.424,59.512
2014,6,1,0,0,0,63.843,68.485,59.349
2014,6,2,0,0,0,63.499,68.492,59.928
2014,6,3,0,0,0,63.226,68.465,60.28
2014,6,4,0,0,0,62.924,68.436,61.354
2014,6,5,0,0,0,62.433,68.419,61.804
2014,6,6,0,0,0,61.687,68.412,61.63
2014,6,7,0,0,0,60.595,68.411,61.48
2014,6,8,0,0,0,59.154,68.408,60.753
2014,6,9,0,0,0,57.501,68.277,59.01
2014,6,10,0,0,0,55.904,68.04,57.692
2014,6,11,0,0,0,54.689,67.017,55.966
2014,6,12,0,0,0,54.165,65.852,54.66
2014,6,13,0,0,0,54.401,65.374,53.497
2014,6,14,0,0,0,55.202,65.071,53.123
2014,6,15,0,0,0,56.308,64.991,53.536
2014,6,16,0,0,0,57.554,65.069,54.736
2014,6,17,0,0,0,58.83,64.823,56.252
2014,6,18,0,0,0,60.005,64.491,57.967
2014,6,19,0,0,0,60.962,64.598,59.406
2014,6,20,0,0,0,61.662,64.811,60.375
2014,6,21,0,0,0,62.073,65.02,60.846
2014,6,22,0,0,0,62.157,65.194,60.819
2014,6,23,0,0,0,61.942,65.365,60.295
2014,6,24,0,0,0,61.562,65.571,59.273
2014,6,25,0,0,0,61.227,65.596,58.133
2014,6,26,0,0,0,61.089,65.12,56.874
2014,6,27,0,0,0,61.218,64.605,55.967
2014,6,28,0,0,0,61.582,64.476,55.358
2014,6,29,0,0,0,62.14,64.543,55.558
2014,6,30,0,0,0,62.801,64.735,56.566
2014,7,1,0,0,0,63.334,64.664,57.945
2014,7,2,0,0,0,63.553,64.453,59.308
2014,7,3,0,0,0,63.369,64.528,60.487
2014,7,4,0,0,0,62.754,64.684,61.049
2014,7,5,0,0,0,61.721,64.792,60.509
2014,7,6,0,0,0,60.288,64.908,58.678
2014,7,7,0,0,0,58.553,65.005,56.339
2014,7,8,0,0,0,56.729,64.978,53.93
2014,7,9,0,0,0,55.04,64.36,51.458
2014,7,10,0,0,0,53.747,63.114,49.092
2014,7,11,0,0,0,53.092,61.994,47.473
2014,7,12,0,0,0,53.1,60.989,47.171
2014,7,13,0,0,0,53.6,60.03,47.861
2014,7,14,0,0,0,54.417,59.576,48.762
2014,7,15,0,0,0,55.452,59.463,49.873
2014,7,16,0,0,0,56.601,59.408,51.194
2014,7,17,0,0,0,57.777,59.428,52.725
2014,7,18,0,0,0,58.969,59.542,54.256
2014,7,19,0,0,0,60.19,59.749,55.364
2014,7,20,0,0,0,61.47,59.739,56.346
2014,7,21,0,0,0,62.797,59.695,57.203
2014,7,22,0,0,0,64.075,59.893,57.935
2014,7,23,0,0,0,65.186,60.085,58.336
2014,7,24,0,0,0,66.087,60.207,58.405
2014,7,25,0,0,0,66.758,60.294,58.352
2014,7,26,0,0,0,67.206,60.423,58.586
2014,7,27,0,0,0,67.455,60.559,58.809
2014,7,28,0,0,0,67.497,60.681,59.022
2014,7,29,0,0,0,67.312,60.794,58.931
2014,7,30,0,0,0,66.844,60.837,58.742
2014,7,31,0,0,0,66.07,60.814,58.456
2014,8,1,0,0,0,65.025,60.824,57.902
2014,8,2,0,0,0,63.907,60.833,58.107
2014,8,3,0,0,0,63.001,60.582,58.043
2014,8,4,0,0,0,62.536,60.316,57.963
2014,8,5,0,0,0,62.553,60.227,58.037
2014,8,6,0,0,0,62.961,60.224,58.267
2014,8,7,0,0,0,63.54,60.361,58.651
2014,8,8,0,0,0,64.05,60.452,59.154
2014,8,9,0,0,0,64.416,60.58,58.759
2014,8,10,0,0,0,64.679,60.821,58.495
2014,8,11,0,0,0,64.93,61.017,58.111
2014,8,12,0,0,0,65.212,61.033,58.104
2014,8,13,0,0,0,65.494,61.104,58.27
2014,8,14,0,0,0,65.709,61.369,58.611
2014,8,15,0,0,0,65.826,61.606,59.169
2014,8,16,0,0,0,65.791,61.807,58.979
2014,8,17,0,0,0,65.538,61.975,58.04
2014,8,18,0,0,0,65.073,62.114,57.121
2014,8,19,0,0,0,64.516,62.245,56.179
2014,8,20,0,0,0,63.986,62.034,55.417
2014,8,21,0,0,0,63.594,61.669,54.836
2014,8,22,0,0,0,63.418,61.576,54.38
2014,8,23,0,0,0,63.402,61.641,54.77
2014,8,24,0,0,0,63.458,61.749,56.004
2014,8,25,0,0,0,63.481,61.866,57.314
2014,8,26,0,0,0,63.33,62.048,58.019
2014,8,27,0,0,0,62.931,62.246,58.12
2014,8,28,0,0,0,62.284,62.319,57.477
2014,8,29,0,0,0,61.483,62.236,56.099
2014,8,30,0,0,0,60.758,62.018,54.681
2014,8,31,0,0,0,60.297,61.639,53.221
2014,9,1,0,0,0,60.238,61.028,51.839
2014,9,2,0,0,0,60.62,60.53,50.88
2014,9,3,0,0,0,61.309,60.421,50.344
2014,9,4,0,0,0,62.13,60.431,50.373
2014,9,5,0,0,0,62.941,60.224,50.965
2014,9,6,0,0,0,63.602,59.947,51.7
2014,9,7,0,0,0,63.975,59.863,52.578
2014,9,8,0,0,0,64.005,59.954,53.481
2014,9,9,0,0,0,63.768,60.15,54.408
2014,9,10,0,0,0,63.339,60.33,53.837
2014,9,11,0,0,0,62.817,60.418,53.575
2014,9,12,0,0,0,62.416,60.378,53.622
2014,9,13,0,0,0,62.351,59.791,53.955
2014,9,14,0,0,0,62.748,59.012,54.572
2014,9,15,0,0,0,63.55,58.879,55.474
2014,9,16,0,0,0,64.522,59.03,56.102
2014,9,17,0,0,0,65.463,59.23,57.978
2014,9,18,0,0,0,66.235,59.474,59.296
2014,9,19,0,0,0,66.782,59.535,60.054
2014,9,20,0,0,0,67.087,59.506,60.253
2014,9,21,0,0,0,67.221,59.62,59.893
2014,9,22,0,0,0,67.311,59.809,58.974
2014,9,23,0,0,0,67.389,59.912,58.055
2014,9,24,0,0,0,67.418,59.944,57.136
2014,9,25,0,0,0,67.353,60.014,56.216
2014,9,26,0,0,0,67.086,60.092,55.297
2014,9,27,0,0,0,66.503,60.159,54.602
2014,9,28,0,0,0,65.651,60.111,54.132
2014,9,29,0,0,0,64.709,60.012,53.885
